School ID,District Name,School Name,Organization Type,Organization Code,Address,Town,Zipcode,Phone,State,geometry,Student_Open_Date,Open_Year
1077,Hartford School District,Burns Latino Studies Academy,Public Schools,640611,195 Putnam Street,Hartford,6106,860-695-2980,CT,POINT (-72.6922363673429 41.76143315),1984-01-07,1984
1078,Farmington School District,East Farms School,Public Schools,520411,25 Wolf Pit Rd.,Farmington,6032,860-674-9519,CT,POINT (-72.80066265343729 41.7189891),1987-01-07,1987
1079,Bridgeport School District,Paul Laurence Dunbar School,Public Schools,154111,445 Union Ave.,Bridgeport,6607,203-576-7194,CT,POINT (-73.16488161628467 41.17759165),1984-01-07,1984
1080,Stamford School District,Rippowam Middle School,Public Schools,1355811,381 High Ridge Rd.,Stamford,6905,203-977-5255,CT,POINT (-73.547742 41.0846442),2001-01-07,2001
1082,Manchester School District,Martin School,Public Schools,771611,140 Dartmouth Rd.,Manchester,6040,860-647-3367,CT,POINT (-72.5124935 41.7542651),1984-01-07,1984
1083,Waterbury School District,Driggs School,Public Schools,1510911,77 Woodlawn Terrace,Waterbury,6710,203-574-8160,CT,POINT (-73.0427299 41.5637036),1984-01-07,1984
1084,Milford School District,Orange Avenue School,Public Schools,840811,260 Orange Ave.,Milford,6460,203-783-3537,CT,POINT (-73.0505538 41.2384735),1984-01-07,1984
1085,Southington School District,Flanders Elementary School,Public Schools,1311311,100 Victoria Dr.,Southington,6489,860-628-3372,CT,POINT (-72.85035421733723 41.61496205),1984-01-07,1984
1086,Regional School District 10,Lewis S. Mills High School,Regional Schools,2106112,26 Lyon Rd.,Burlington,6013,860-673-0423,CT,POINT (-72.9874807 41.7801482),2002-01-07,2002
1087,Orange School District,Orange School District,Public School Districts,1070011,637 Orange Center Road,Orange,6477,203-891-8020,CT,POINT (-73.0261868 41.2800881),1996-01-07,1996
1088,Regional School District 04,Valley Regional High School,Regional Schools,2046112,256 Kelsey Hill Rd.,Deep River,6417,860-526-5328,CT,POINT (-72.4479597 41.3711728),2002-01-07,2002
1089,Kent School District,Kent School District,Public School Districts,680011,9 Judd Avenue,Kent,6757,860-927-3537,CT,POINT (-73.48132865932949 41.72393565),1996-01-07,1996
1090,Department of Mental Health and Addiction Services,Greater Bridgeport Community Mental Health Center,State Agency Facilities,3370515,1635 Central Ave.,Bridgeport,6610,860-262-7175,CT,POINT (-73.1685396 41.1894832),2007-01-07,2007
1091,Stratford School District,David Wooster Middle School,Public Schools,1385211,150 Lincoln Street,Stratford,6615,203-385-4275,CT,POINT (-73.1415448 41.2110588),1984-01-07,1984
1092,West Haven School District,Washington School,Public Schools,1561211,255 Meloy Road,West Haven,6516,203-931-6880,CT,POINT (-72.9749905 41.2762746),1984-01-07,1984
1093,Norwalk School District,Rowayton School,Public Schools,1031311,1 Roton Avenue,Norwalk,6853,203-899-2940,CT,POINT (-73.4383027 41.0666846),1984-01-07,1984
1094,New Fairfield School District,New Fairfield High School,Public Schools,916111,54 Gillotti Rd.,New Fairfield,6812,203-312-5800,CT,POINT (-73.5071662 41.4609208),1984-01-07,1984
1095,Regional School District 13,Frederick Brewster School,Regional Schools,2130112,126 Tuttle Rd.,Durham,6422,860-349-7227,CT,POINT (-72.7004087 41.4682616),2002-01-07,2002
1096,Portland School District,Brownstone Intermediate School,Public Schools,1130511,314 Main St.,Portland,6480,860-342-6765,CT,POINT (-72.6382454451111 41.57723595),2004-01-07,2004
1097,Rocky Hill School District,Myrtle H. Stevens School,Public Schools,1190411,322 Orchard St.,Rocky Hill,6067,860-258-7751,CT,POINT (-72.65624333129917 41.6689813),1984-01-07,1984
1098,Elm City College Preparatory School District,Elm City College Preparatory School District,Public Charter School Districts,2890013,370 James Street,New Haven,6513,203-498-0702,CT,POINT (-72.9042581 41.3132619),2009-01-07,2009
1099,West Haven School District,West Haven School District,Public School Districts,1560011,355 Main Street,West Haven,6516,203-937-4300,CT,POINT (-72.9504936 41.2725729),1996-01-07,1996
1100,Bristol School District,Ivy Drive School,Public Schools,171911,160 Ivy Dr.,Bristol,6010,860-584-7844,CT,POINT (-72.90182552084855 41.7043663),1998-01-07,1998
1101,Stamford School District,Julia A. Stark School,Public Schools,1351211,398 Glenbrook Rd.,Stamford,6906,203-977-4583,CT,POINT (-73.522358 41.0673869),1984-01-07,1984
1102,Wallingford School District,Cook Hill School,Public Schools,1481011,57 Hall Road,Wallingford,6492,203-284-5400,CT,POINT (-72.85850268337185 41.45703285),1984-01-07,1984
1103,Watertown School District,Watertown School District,Public School Districts,1530011,61 Echo Lake Road,Watertown,6795,860-945-4800,CT,POINT (-73.1153963 41.6051791),1996-01-07,1996
1104,Ledyard School District,Ledyard Middle School,Public Schools,725111,1860 Route 12,Gales Ferry,6335,860-464-3188,CT,POINT (-72.06742494826116 41.45188865),1984-01-07,1984
1105,Regional School District 17,Haddam-Killingworth High School,Regional Schools,2176112,95 Little City Road,Higganum,6441,860-345-8541,CT,POINT (-72.56285397579364 41.4628906),2002-01-07,2002
1106,Hartland School District,Hartland School District,Public School Districts,650011,30 South Road,East Hartland,6027,860-653-7207,CT,POINT (-72.9076897936621 41.99699299107083),1996-01-07,1996
1107,North Stonington School District,North Stonington Elementary School,Public Schools,1020111,311 Norwich/Westerly Rd.,North Stonington,6359,860-535-2805,CT,POINT (-71.88587143167882 41.439165924906014),1984-01-07,1984
1108,Thomaston School District,Thomaston Center School,Public Schools,1400211,1 Thomas Ave.,Thomaston,6787,860-283-3036,CT,POINT (-73.075184 41.673469),1997-01-07,1997
1110,Shelton School District,Sunnyside School,Public Schools,1260611,418 River Rd.,Shelton,6484,203-922-3021,CT,POINT (-73.0749707 41.2911456),1990-01-07,1990
1111,The Gilbert School District,The Gilbert School District,Endowed and Incorporated Academies Districts,9020022,200 Williams Avenue,Winsted,6098,860-379-6163,CT,POINT (-73.06815412558433 41.9324001),2000-01-07,2000
1112,Willington School District,Willington School District,Public School Districts,1600011,"40A Old Farms Road,",Willington,6279,860-487-3130,CT,POINT (-72.2531676 41.8670107),1996-01-07,1996
1113,Middletown School District,MacDonough School,Public Schools,830911,66 Spring St.,Middletown,6457,860-347-8553,CT,POINT (-72.656511 41.5669214),1984-01-07,1984
1115,Learn,Learn,Regional Education Service Center School Districts,2450014,44 Hatchetts Hill Road,Old Lyme,6371,860-434-4800,CT,POINT (-72.2664391 41.3190304),2000-01-07,2000
1116,Newington School District,Newington School District,Public School Districts,940011,131 Cedar Street,Newington,6111,860-667-2000,CT,POINT (-72.7304832 41.6968061),1996-01-07,1996
1117,Explorations District,Explorations,Public Charter Schools,2726113,71 Spencer St.,Winsted,6098,860-738-9070,CT,POINT (-73.07607398143399 41.9293751),1997-01-07,1997
1118,Madison School District,Dr. Robert H. Brown Intermediate School,Public Schools,760611,980 Durham Rd.,Madison,6443,203-245-6400,CT,POINT (-72.62258146540255 41.34024595),2004-01-07,2004
1119,Trumbull School District,Jane Ryan School,Public Schools,1440411,190 Park Ln.,Trumbull,6611,203-452-4400,CT,POINT (-73.22679725453645 41.25582865),1984-01-07,1984
1120,New Milford School District,Sarah Noble Intermediate School,Public Schools,960911,25 Sunny Valley Rd.,New Milford,6776,860-210-4020,CT,POINT (-73.4181098 41.5633486),2001-01-07,2001
1121,Wolcott School District,Frisbie School,Public Schools,1660211,24 Todd Rd.,Wolcott,6716,203-879-8146,CT,POINT (-72.97836561025974 41.577294386862334),1984-01-07,1984
1122,New Fairfield School District,New Fairfield School District,Public School Districts,910011,3 Brush Hill Road,New Fairfield,6812,203-312-5770,CT,POINT (-73.4862245 41.465292),1996-01-07,1996
1123,Norwalk School District,Ponus Ridge STEAM Academy,Public Schools,1035311,21 Hunters Lane,Norwalk,6850,203-847-3557,CT,POINT (-73.4420929 41.1229603),1984-01-07,1984
1124,Meriden School District,Orville H. Platt High School,Public Schools,806211,220 Coe Ave.,Meriden,6450,203-235-7963,CT,POINT (-72.8266354 41.5340643),1984-01-07,1984
1125,Waterbury School District,Regan School,Public Schools,1512811,2780 North Main St.,Waterbury,6704,203-574-8187,CT,POINT (-73.0255746 41.5915595),1984-01-07,1984
1126,Wilton School District,Cider Mill School,Public Schools,1610711,240 School Rd.,Wilton,6897,203-762-3351,CT,POINT (-73.433075 41.2041871),1997-01-07,1997
1127,Rocky Hill School District,Albert D. Griswold Middle School,Public Schools,1195111,144 Bailey Rd.,Rocky Hill,6067,860-258-7741,CT,POINT (-72.6494959 41.6671743),1984-01-07,1984
1128,Stratford School District,Nichols School,Public Schools,1380911,396 Nichols Avenue,Stratford,6614,203-385-4294,CT,POINT (-73.1395984 41.2026239),1984-01-07,1984
1129,Chester School District,Chester Elementary School,Public Schools,260111,23 Ridge Rd.,Chester,6412,860-526-5797,CT,POINT (-72.45841193728735 41.404773448988756),1984-01-07,1984
1130,Branford School District,John B. Sliney School,Public Schools,141611,23 Eades St.,Branford,6405,203-481-5386,CT,POINT (-72.811837162247 41.27920335),1984-01-07,1984
1131,Barkhamsted School District,Barkhamsted School District,Public School Districts,50011,65 Ripley Hill Road,Barkhamsted,6063,860-738-4016,CT,POINT (-72.9899935 41.9113479),1996-01-07,1996
1132,Danbury School District,Mill Ridge Primary School,Public Schools,340511,49A High Ridge Rd.,Danbury,6811,203-797-4781,CT,POINT (-73.4836998 41.3895479),1984-01-07,1984
1133,East Granby School District,East Granby High School,Public Schools,406111,95 South Main St.,East Granby,6026,860-653-2541,CT,POINT (-72.7279499 41.9329458),1984-01-07,1984
1134,Torrington School District,Torrington School District,Public School Districts,1430011,355 Migeon Avenue,Torrington,6790,860-489-2327,CT,POINT (-73.1312659 41.8097791),1996-01-07,1996
1135,Bridgeport School District,Classical Studies Academy,Public Schools,152111,240 Linwood Ave.,Bridgeport,6604,203-576-7188,CT,POINT (-73.2098828 41.1790324),1984-01-07,1984
1136,Wethersfield School District,Charles Wright School,Public Schools,1591011,186 Nott St.,Wethersfield,6109,860-571-8350,CT,POINT (-72.6685776 41.717173),1984-01-07,1984
1137,Bridgeport School District,Thomas Hooker School,Public Schools,151311,138 Roger Williams Rd.,Bridgeport,6610,203-576-7185,CT,POINT (-73.16872890783252 41.2170248),1984-01-07,1984
1138,Windham School District,Windham Middle School,Public Schools,1635111,123 Quarry St.,Willimantic,6226,860-465-2351,CT,POINT (-72.22808716143265 41.72334295),1984-01-07,1984
1140,Fairfield School District,Fairfield Ludlowe High School,Public Schools,516011,785 Unquowa Rd.,Fairfield,6824,203-255-7201,CT,POINT (-73.263336430002 41.1493009),2005-01-07,2005
1141,Pomfret School District,Pomfret School District,Public School Districts,1120011,20 Pomfret Street,Pomfret Center,6259,860-928-2718,CT,POINT (-71.961978 41.884892),1996-01-07,1996
1142,Vernon School District,Maple Street School,Public Schools,1460211,20 Maple St.,Rockville,6066,860-870-6175,CT,POINT (-72.46236063059186 41.8671696),1984-01-07,1984
1143,Capitol Region Education Council,Academy of Science and Innovation,Regional Education Service Center Schools,2416514,600 Slater Road,New Britain,6053,860-223-0726,CT,POINT (-72.81138963917945 41.68449645),,
1144,Naugatuck School District,Hop Brook Elementary School,Public Schools,880511,75 Crown Street,Naugatuck,6770,203-720-5231,CT,POINT (-73.0553312 41.5016053),1984-01-07,1984
1145,Hartford School District,Rawson School,Public Schools,641711,260 Holcomb Street,Hartford,6112,860-695-4840,CT,POINT (-72.6998275863657 41.79639825),1984-01-07,1984
1146,Norfolk School District,Norfolk School District,Public School Districts,980011,128 Greenwoods Rd East,Norfolk,6058,860-542-5553,CT,POINT (-73.1881248 41.9874448),1996-01-07,1996
1147,Bristol School District,South Side School,Public Schools,171111,21 Tuttle Rd.,Bristol,6010,860-584-7812,CT,POINT (-72.9517886 41.6605397),1998-01-07,1998
1148,Canaan School District,Lee H. Kellogg School,Public Schools,210111,47 Main St.,Falls Village,6031,860-824-7791,CT,POINT (-73.3592325 41.9554294),1984-01-07,1984
1149,Enfield School District,Edgar H. Parkman School,Public Schools,491311,165 Weymouth Rd.,Enfield,6082,860-253-6570,CT,POINT (-72.5702623 41.9490016),1984-01-07,1984
1150,East Haven School District,Dominick H. Ferrara School,Public Schools,441311,22 Maynard Rd.,East Haven,6512,203-468-3318,CT,POINT (-72.8537542 41.3341252),1984-01-07,1984
1151,Griswold School District,Griswold Middle School,Public Schools,585111,211 Slater Ave.,Griswold,6351,860-376-7630,CT,POINT (-71.98040962604455 41.59751475),1992-01-07,1992
1152,Monroe School District,Monroe Elementary School,Public Schools,850111,375 Monroe Tpke.,Monroe,6468,203-452-2870,CT,POINT (-73.2244616 41.3096537),1984-01-07,1984
1153,Stamford School District,Dolan School,Public Schools,1355311,51 Toms Rd.,Stamford,6906,203-977-4441,CT,POINT (-73.5243366 41.0796032),1984-01-07,1984
1154,Guilford School District,A. Baldwin Middle School,Public Schools,600711,68 Bullard Dr.,Guilford,6437,203-457-0222,CT,POINT (-72.7189116 41.3379769),1997-01-07,1997
1155,Cheshire School District,Cheshire School District,Public School Districts,250011,29 Main Street,Cheshire,6410,203-250-2400,CT,POINT (-72.9018273 41.4998834),1996-01-07,1996
1157,West Hartford School District,Bugbee School,Public Schools,1550411,1943 Asylum Ave.,West Hartford,6117,860-929-5500,CT,POINT (-72.7531671 41.7778298),1984-01-07,1984
1158,Hartford School District,Kinsella Magnet School of Performing Arts: High School Campus,Public Schools,641710,415 Granby Street,Hartford,6112,860-695-2040,CT,POINT (-72.7083324 41.800319),2022-01-07,2022
1159,Bridgeport School District,Multicultural Magnet School,Public Schools,154611,700 Palisade Ave.,Bridgeport,6610,203-576-7505,CT,POINT (-73.16297636586256 41.20348025),1997-01-07,1997
1160,Westbrook School District,Daisy Ingraham School,Public Schools,1540211,105 Goodspeed Dr.,Westbrook,6498,860-399-7925,CT,POINT (-72.44180637367981 41.28479102334632),1984-01-07,1984
1161,Windsor School District,John F. Kennedy School,Public Schools,1640811,530 Park Ave.,Windsor,6095,860-687-2060,CT,POINT (-72.6748817 41.837487),1984-01-07,1984
1162,Waterford School District,Great Neck Elementary School,Public Schools,1520211,165 Great Neck Rd.,Waterford,6385,860-442-2593,CT,POINT (-72.13358524582394 41.31323225),,
1163,Unified School District #1,Hartford Correctional Center,State Agency Facilities,3360615,177 Weston St.,Hartford,6120,860-240-1865,CT,POINT (-72.66132919986998 41.79340565),2000-01-07,2000
1164,Greenwich School District,North Mianus School,Public Schools,570711,309 Palmer Hill Rd.,Riverside,6878,203-637-9730,CT,POINT (-73.57921442404316 41.0564396),1984-01-07,1984
1165,Norwich School District,Teachers' Memorial Global Studies Magnet Middle School,Public Schools,1045211,15 Teachers Dr.,Norwich,6360,860-823-4212,CT,POINT (-72.09649660521023 41.5287169),1984-01-07,1984
1166,New Haven School District,Davis Academy for Arts & Design Innovation,Public Schools,930911,35 Davis St.,New Haven,6515,475-220-7800,CT,POINT (-72.9734351 41.3285603),1984-01-07,1984
1167,East Hartford School District,Silver Lane School,Public Schools,431211,15 Mercer Ave.,East Hartford,6118,860-622-5500,CT,POINT (-72.63459762584523 41.7603919),1984-01-07,1984
1168,Regional School District 05,Amity Regional High School,Regional Schools,2056112,25 Newton Rd.,Woodbridge,6525,203-397-4830,CT,POINT (-73.0077637 41.3574219),2002-01-07,2002
1169,South Windsor School District,South Windsor School District,Public School Districts,1320011,1737 Main Street,South Windsor,6074,860-291-1200,CT,POINT (-72.60685989351197 41.85453185),1996-01-07,1996
1170,New Haven School District,Worthington Hooker School,Public Schools,933811,180 Canner St.,New Haven,6511,475-220-7200,CT,POINT (-72.91416906332518 41.32376215),1984-01-07,1984
1171,Norwalk School District,Naramake Elementary School,Public Schools,1032111,16 King Street,Norwalk,6851,203-899-2900,CT,POINT (-73.3911443 41.1202719),1984-01-07,1984
1172,Simsbury School District,Henry James Memorial School,Public Schools,1285111,155 Firetown Rd.,Simsbury,6070,860-651-3341,CT,POINT (-72.81321985833155 41.88359456151064),1984-01-07,1984
