Town,List Year,Avg Assessed Value,Avg Sale Amount,Avg Sales Ratio,Avg Total Crimes,"Avg Crimes per 100,000",Avg Number of Schools,Avg Number of Healthcare facilities,Avg Houses Sold (Condo),Avg Condo Assessed Value,Avg Condo Sale Amount,Avg Condo Sale Ratio,Avg Houses Sold (Single),Avg Single Family Assessed Value,Avg Single Family Sale Amount,Avg Single Family Sale Ratio,geometry
East Hartford,2016,89190.95,113725.59,1.08,4231.28,737.34,13.0,1.0,28.0,52617.64,65678.57,1.37,113.0,98253.36,125631.04,1.0,POINT(-72.6120346 41.7823216)
Torrington,2015,95529.58,116590.15,0.98,1992.03,489.1,5.0,8.0,30.0,57331.0,64990.0,0.94,114.0,105581.84,130169.14,0.99,POINT(-73.1212214 41.8006523)
Old Lyme,2015,244428.7,335365.63,0.75,172.3,201.09,0.0,0.0,0.0,0.0,0.0,0.0,46.0,244428.7,335365.63,0.75,POINT(-72.3289715 41.3159315)
Norfolk,2010,311366.67,423166.67,0.82,53.67,279.8,1.0,0.0,0.0,0.0,0.0,0.0,6.0,311366.67,423166.67,0.82,POINT(-73.2020577 41.9939828)
Torrington,2016,93989.09,114188.5,1.01,1863.5,457.36,5.0,8.0,33.0,69178.79,83401.94,0.91,132.0,100191.67,121885.14,1.04,POINT(-73.1212214 41.8006523)
Waterbury,2014,80972.18,88397.29,1.27,14991.41,1205.53,25.0,9.0,38.0,47750.79,64115.74,0.92,219.0,86736.62,92610.53,1.32,POINT(-73.0438362 41.5538091)
Norwalk,2009,357571.32,455419.92,0.89,6702.0,699.87,16.0,11.0,39.0,249528.49,315294.23,0.79,111.0,395532.32,504653.27,0.92,POINT(-73.4078968 41.1175966)
Windham,2017,74359.09,102468.18,0.81,3039.0,227.31,0.0,1.0,1.0,68190.0,105000.0,0.65,10.0,74976.0,102215.0,0.83,POINT(-72.0051201 41.8208345)
Norwich,2017,94506.76,125270.03,1.14,2120.0,506.9,8.0,5.0,7.0,62975.71,86142.86,0.76,27.0,102681.48,135414.11,1.23,POINT(-72.0759008 41.5243537)
East Hartford,2015,105349.21,115451.39,1.1,4272.36,744.83,13.0,1.0,12.0,74550.83,85672.92,0.82,89.0,109501.8,119466.46,1.14,POINT(-72.6120346 41.7823216)
Warren,2011,442716.67,589333.33,0.76,37.0,254.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,442716.67,589333.33,0.76,POINT(-73.3487304 41.7428733)
Guilford,2012,344616.58,474896.3,0.94,821.05,330.58,7.0,6.0,11.0,201099.09,242439.09,0.96,68.0,367832.65,512499.68,0.94,POINT(-72.6817616 41.2889866)
Glastonbury,2015,217186.69,327346.41,0.71,1307.42,354.57,6.0,3.0,51.0,133136.69,211603.49,0.67,109.0,256512.84,381501.36,0.74,POINT(-72.608146 41.7123218)
Avon,2017,202539.17,256433.33,0.87,504.0,274.96,5.0,4.0,6.0,109708.33,143333.33,0.91,6.0,295370.0,369533.33,0.84,POINT(-72.8306541 41.8098209)
Hebron,2017,168350.0,248364.6,0.7,114.0,114.35,2.0,0.0,4.0,128877.5,189375.0,0.7,11.0,182703.64,269815.36,0.7,POINT(-72.3659161 41.6578767)
Bloomfield,2017,115283.0,170775.0,0.75,1867.0,823.21,6.0,9.0,1.0,68040.0,58000.0,1.17,9.0,120532.22,183305.56,0.71,POINT(-72.7300945 41.826488)
Meriden,2014,116308.14,140708.44,1.06,4898.16,725.51,11.0,9.0,22.0,85314.09,99672.73,1.31,107.0,122680.75,149145.69,1.01,POINT(-72.8070435 41.5381535)
Wolcott,2013,165922.89,206852.97,0.89,934.0,529.05,5.0,1.0,3.0,212186.67,299333.33,0.72,35.0,161957.43,198926.09,0.91,POINT(-72.9867718 41.6023196)
Simsbury,2009,228188.6,311824.0,0.72,564.0,210.26,4.0,2.0,14.0,124140.71,172821.43,0.72,36.0,268651.67,365880.56,0.73,POINT(-72.8012211 41.8759152)
Stamford,2010,485216.65,598964.05,1.1,7132.71,526.96,20.0,17.0,96.0,304325.83,485386.93,0.95,164.0,591103.96,665448.22,1.19,POINT(-73.5387341 41.0534302)
Lisbon,2017,99185.0,872162.5,0.6,189.0,401.15,1.0,0.0,0.0,0.0,0.0,0.0,2.0,99185.0,872162.5,0.6,POINT(-72.0207809 41.5866851)
East Haven,2013,145903.29,176018.33,0.9,2290.63,700.25,7.0,3.0,11.0,107784.55,120397.64,0.94,65.0,152354.15,185431.06,0.9,POINT(-72.8684337 41.2762081)
Ridgefield,2014,411681.98,629627.16,0.73,310.0,113.11,7.0,2.0,20.0,188030.0,277595.0,0.71,61.0,485010.49,745047.54,0.73,POINT(-73.49345520437956 41.267211)
Waterford,2016,167966.39,234904.03,1.1,1358.78,612.96,3.0,5.0,5.0,88808.0,149500.0,0.59,67.0,173873.73,241277.46,1.14,POINT(-72.1519367 41.358659)
Litchfield,2012,304852.17,524136.91,0.81,230.74,239.05,0.0,0.0,5.0,251238.0,343730.0,0.74,18.0,319745.0,574249.94,0.83,POINT(-73.2543049 41.767249)
Avon,2012,302671.17,393286.28,1.09,465.93,253.6,5.0,4.0,36.0,190299.44,231211.11,0.94,67.0,363050.0,480371.45,1.17,POINT(-72.8306541 41.8098209)
Ellington,2009,203857.6,292493.4,0.79,206.0,138.09,5.0,0.0,3.0,104913.33,166500.0,0.62,22.0,217350.0,309674.32,0.81,POINT(-72.4698071 41.9039863)
Canaan,2013,151200.0,171125.0,1.27,39.0,311.37,0.0,2.0,0.0,0.0,0.0,0.0,4.0,151200.0,171125.0,1.27,POINT(-73.3083333 41.9616667)
Suffield,2009,210561.79,290706.25,0.78,372.0,237.76,3.0,2.0,7.0,176280.0,227696.43,0.81,21.0,221989.05,311709.52,0.76,POINT(-72.6506604 41.9816944)
Brooklyn,2010,131511.11,154294.44,0.97,224.0,270.09,2.0,0.0,0.0,0.0,0.0,0.0,18.0,131511.11,154294.44,0.97,POINT(-71.9497957 41.7881541)
Clinton,2014,202956.67,265704.03,1.0,925.67,609.73,3.0,0.0,6.0,144900.0,177500.0,0.83,54.0,209407.41,275504.48,1.02,POINT(-72.5275904 41.2787104)
Weston,2014,601997.3,898186.62,0.69,81.49,70.04,4.0,0.0,0.0,0.0,0.0,0.0,37.0,601997.3,898186.62,0.69,POINT(-73.3812743 41.2021302)
Salisbury,2011,559057.14,539535.71,9.25,94.5,205.1,0.0,1.0,0.0,0.0,0.0,0.0,14.0,559057.14,539535.71,9.26,POINT(-73.4212318 41.983426)
North Canaan,2014,142000.91,119272.55,2.22,111.55,287.14,0.0,0.0,0.0,0.0,0.0,0.0,11.0,142000.91,119272.55,2.22,POINT(-73.3295947 42.0270143)
Groton,2012,230938.8,283089.76,0.98,2449.53,528.79,4.0,4.0,12.0,100560.83,111646.67,1.05,71.0,252974.51,312066.06,0.97,POINT(-72.0761998 41.3501598)
Windham,2010,99330.59,119720.59,0.9,350.35,475.33,0.0,1.0,0.0,0.0,0.0,0.0,34.0,99330.59,119720.59,0.9,POINT(-72.0051201 41.8208345)
Thomaston,2011,135746.25,179415.63,0.76,418.5,481.46,3.0,0.0,2.0,65135.0,75000.0,0.89,14.0,145833.57,194332.14,0.74,POINT(-73.073164 41.6739862)
Newington,2017,149230.18,210088.24,0.71,2943.0,867.25,7.0,4.0,3.0,124700.0,179833.33,0.71,14.0,154486.64,216571.43,0.71,POINT(-72.7237063 41.6978777)
Farmington,2013,212452.65,327234.73,0.72,2026.46,738.64,5.0,8.0,43.0,141470.23,233097.28,0.71,70.0,256056.14,385062.01,0.73,POINT(-72.8320435 41.7198216)
Thomaston,2014,126394.4,158202.0,1.05,252.52,290.28,3.0,0.0,4.0,94342.5,150975.0,0.71,21.0,132499.52,159578.57,1.12,POINT(-73.073164 41.6739862)
Waterbury,2015,81216.36,90496.74,1.23,14492.83,1167.7,25.0,9.0,51.0,57408.43,81030.94,0.91,218.0,86786.11,92711.21,1.31,POINT(-73.0438362 41.5538091)
Mansfield,2015,135946.07,202354.2,0.93,385.71,160.88,0.0,0.0,16.0,113220.88,222617.81,0.69,39.0,145269.23,194040.92,1.04,POINT(-72.2131565 41.7782147)
Windham,2013,103990.0,114900.0,0.91,336.0,453.81,0.0,1.0,1.0,103990.0,114900.0,0.91,0.0,0.0,0.0,0.0,POINT(-72.0051201 41.8208345)
Clinton,2017,226165.0,298695.0,0.92,1006.95,664.12,3.0,0.0,2.0,35950.0,55000.0,0.72,18.0,247300.0,325772.22,0.94,POINT(-72.5275904 41.2787104)
Branford,2016,191903.49,269677.2,0.82,1712.34,515.74,5.0,4.0,43.0,130062.79,179293.77,0.76,66.0,232193.64,328563.38,0.86,POINT(-72.8150989 41.2795414)
Sherman,2014,375306.67,540166.67,0.95,24.6,55.41,1.0,0.0,0.0,0.0,0.0,0.0,15.0,375306.67,540166.67,0.95,POINT(-73.4956795 41.5792607)
Lyme,2010,542753.17,639583.33,0.92,47.17,202.42,0.0,0.0,0.0,0.0,0.0,0.0,12.0,542753.17,639583.33,0.92,POINT(-72.35110142568081 41.3910952)
Sharon,2011,329152.0,296266.67,1.29,61.4,178.43,1.0,2.0,0.0,0.0,0.0,0.0,15.0,329152.0,296266.67,1.29,POINT(-73.4767897 41.8792599)
Barkhamsted,2016,179535.45,282240.91,0.63,40.91,101.2,1.0,0.0,0.0,0.0,0.0,0.0,11.0,179535.45,282240.91,0.63,POINT(-72.9139904 41.9292629)
South Windsor,2014,173593.9,243668.11,0.75,969.61,342.61,6.0,4.0,21.0,88542.86,126606.86,0.73,61.0,202873.77,283967.89,0.76,POINT(-72.5717551 41.8489872)
Middlefield,2014,154891.67,212983.33,0.78,96.0,197.11,0.0,0.0,1.0,273600.0,400000.0,0.68,11.0,144100.0,195981.82,0.79,POINT(-72.7120793 41.5165161)
Sprague,2010,124100.0,134666.67,0.94,106.0,308.36,0.0,0.0,0.0,0.0,0.0,0.0,3.0,124100.0,134666.67,0.94,POINT(-72.0663666 41.6214071)
Old Lyme,2010,343445.14,475878.77,0.76,148.29,173.21,0.0,0.0,5.0,191560.0,278200.0,0.69,30.0,368759.33,508825.23,0.77,POINT(-72.3289715 41.3159315)
Hartland,2016,250270.0,175000.0,1.43,18.0,77.24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250270.0,175000.0,1.43,POINT(-72.9795488 41.996206)
Danbury,2016,188866.2,293193.09,0.71,4019.58,464.0,16.0,8.0,69.0,160881.16,259941.13,0.67,144.0,202275.69,309126.32,0.73,POINT(-73.4540111 41.394817)
Suffield,2014,217072.22,303815.72,2.23,285.0,181.39,3.0,2.0,8.0,166195.0,215938.0,0.91,46.0,225920.43,319098.8,2.46,POINT(-72.6506604 41.9816944)
Harwinton,2012,198452.8,235462.32,1.03,105.36,171.87,0.0,0.0,0.0,0.0,0.0,0.0,25.0,198452.8,235462.32,1.03,POINT(-73.05983 41.7712085)
Griswold,2010,128332.17,145225.7,1.12,352.74,282.3,3.0,0.0,3.0,112560.0,87833.33,1.5,20.0,130698.0,153834.55,1.06,POINT(-71.9622443 41.6035026)
Wilton,2010,749333.39,911212.2,0.92,346.37,169.9,4.0,5.0,7.0,355800.0,382857.14,0.89,52.0,802309.04,982336.92,0.92,POINT(-73.4378988 41.1953739)
Bloomfield,2013,156471.23,214701.58,1.03,1627.51,716.06,6.0,9.0,16.0,164075.63,260605.56,0.9,49.0,153988.16,199712.53,1.07,POINT(-72.7300945 41.826488)
Glastonbury,2013,220572.41,326231.61,1.01,934.17,252.54,6.0,3.0,33.0,136890.91,216375.3,0.68,112.0,245228.57,358599.99,1.11,POINT(-72.608146 41.7123218)
Fairfield,2011,445959.09,591924.42,0.94,3915.07,589.01,15.0,5.0,15.0,327352.67,433766.67,0.79,125.0,460191.86,610903.35,0.96,POINT(-73.2637258 41.1412078)
Essex,2014,311057.89,385657.89,0.9,80.16,106.27,0.0,0.0,4.0,161325.0,204187.5,1.07,15.0,350986.67,434050.0,0.85,POINT(-72.3972094 41.3321522)
Middlebury,2015,229248.57,341742.89,0.67,192.94,258.47,0.0,0.0,8.0,177075.0,407437.63,0.42,27.0,244707.41,322277.78,0.74,POINT(-73.1276107 41.5278742)
Naugatuck,2017,98901.25,133078.13,0.98,1465.0,408.28,9.0,1.0,1.0,37650.0,69900.0,0.54,15.0,102984.67,137290.0,1.01,POINT(-73.0509432 41.4860186)
Windsor Locks,2017,102446.15,158000.0,0.66,618.0,443.15,4.0,1.0,5.0,83900.0,125500.0,0.68,8.0,114037.5,178312.5,0.65,POINT(-72.643631 41.9281305)
Plainville,2017,121711.33,191986.67,0.68,1902.0,947.97,4.0,2.0,6.0,108826.67,180983.33,0.64,9.0,130301.11,199322.22,0.71,POINT(-72.8672429 41.6711395)
Goshen,2016,265023.85,349300.0,0.93,45.92,147.15,0.0,0.0,0.0,0.0,0.0,0.0,13.0,265023.85,349300.0,0.93,POINT(-73.2251145 41.8317624)
Sprague,2016,105122.5,151241.5,0.89,40.0,116.29,0.0,0.0,0.0,0.0,0.0,0.0,12.0,105122.5,151241.5,0.89,POINT(-72.0663666 41.6214071)
Stonington,2010,262821.37,280446.34,1.14,944.93,456.49,1.0,0.0,8.0,172050.0,211437.5,0.97,33.0,284826.55,297175.76,1.18,POINT(-71.9059042 41.3359327)
Portland,2011,177074.89,226656.51,0.82,261.11,258.06,5.0,1.0,5.0,141274.0,179580.0,0.9,40.0,181550.0,232541.08,0.81,POINT(-72.6406905 41.5728924)
Granby,2010,213045.63,271871.88,0.93,371.88,310.89,4.0,1.0,4.0,158375.0,188250.0,0.86,28.0,220855.71,283817.86,0.95,POINT(-72.7894272 41.9539032)
Goshen,2010,275770.0,356095.07,0.86,48.86,156.72,0.0,0.0,0.0,0.0,0.0,0.0,14.0,275770.0,356095.07,0.86,POINT(-73.2251145 41.8317624)
Ansonia,2014,133462.5,162420.38,0.98,1160.13,539.38,4.0,0.0,0.0,0.0,0.0,0.0,32.0,133462.5,162420.38,0.98,POINT(-73.043713 41.3423505)
Bozrah,2016,132332.5,193625.0,0.7,63.0,231.03,0.0,0.0,0.0,0.0,0.0,0.0,4.0,132332.5,193625.0,0.7,POINT(-72.168238 41.5505962)
Winchester,2011,161928.95,166278.95,1.21,772.11,624.78,0.0,0.0,0.0,0.0,0.0,0.0,19.0,161928.95,166278.95,1.21,POINT(-73.10450029832403 41.918742)
Woodstock,2013,162311.34,215218.28,1.01,105.19,125.54,2.0,0.0,3.0,88866.67,135666.67,0.66,29.0,169909.07,223447.76,1.05,POINT(-71.9739626 41.9484307)
Bloomfield,2011,153068.64,192750.92,0.97,1632.31,718.98,6.0,9.0,6.0,141540.0,149333.33,1.12,53.0,154373.77,197666.11,0.95,POINT(-72.7300945 41.826488)
New Fairfield,2015,243028.57,312598.4,1.13,70.1,43.42,4.0,0.0,0.0,0.0,0.0,0.0,42.0,243028.57,312598.4,1.13,POINT(-73.4856789 41.4664832)
Putnam,2016,98188.5,116897.07,1.27,584.25,560.71,3.0,2.0,3.0,90659.33,124880.0,1.43,25.0,99092.0,115939.12,1.25,POINT(-71.9092563 41.9153094)
Derby,2013,138404.58,166214.54,0.9,1055.04,733.79,3.0,3.0,10.0,110796.0,127834.9,0.89,14.0,158125.0,193628.57,0.91,POINT(-73.0890324 41.3223611)
Wallingford,2009,167734.65,236225.48,0.83,2450.0,493.25,11.0,6.0,15.0,151487.33,223183.33,0.67,56.0,172086.61,239718.91,0.88,POINT(-72.8231552 41.4570418)
Southington,2010,173678.65,233978.49,0.87,2382.06,518.61,8.0,2.0,13.0,138007.69,195041.77,0.77,70.0,180303.26,241209.6,0.89,POINT(-72.8782941 41.6005435)
Franklin,2015,138808.0,184318.2,0.89,84.0,395.28,0.0,0.0,0.0,0.0,0.0,0.0,10.0,138808.0,184318.2,0.89,POINT(-72.1459112 41.6089873)
Stratford,2010,176775.42,227733.0,0.84,4969.24,860.12,12.0,4.0,26.0,173907.31,209850.0,0.84,92.0,177585.98,232786.89,0.84,POINT(-73.1331651 41.1845415)
North Haven,2012,215247.08,272453.83,0.88,1559.63,583.39,6.0,2.0,2.0,153790.0,200000.0,0.77,46.0,217919.13,275604.0,0.89,POINT(-72.859545 41.3909305)
Windsor Locks,2013,108789.74,160580.56,0.74,764.31,546.95,4.0,1.0,6.0,94700.0,186033.33,0.55,33.0,111351.52,155952.79,0.78,POINT(-72.643631 41.9281305)
Essex,2009,408466.67,618931.0,0.76,123.0,163.75,0.0,0.0,3.0,157600.0,219166.67,0.72,9.0,492088.89,752185.78,0.78,POINT(-72.3972094 41.3321522)
Derby,2017,129663.33,166805.56,0.94,1045.0,728.35,3.0,3.0,1.0,99820.0,172500.0,0.58,8.0,133393.75,166093.75,0.99,POINT(-73.0890324 41.3223611)
Brooklyn,2017,140866.67,244483.33,0.58,132.0,158.91,2.0,0.0,0.0,0.0,0.0,0.0,3.0,140866.67,244483.33,0.58,POINT(-71.9497957 41.7881541)
Union,2016,167387.5,228000.0,0.87,12.0,150.05,1.0,0.0,0.0,0.0,0.0,0.0,4.0,167387.5,228000.0,0.87,POINT(-72.1572992 41.9909296)
Clinton,2009,195209.68,236332.94,2.36,1234.0,816.22,3.0,0.0,5.0,106300.0,142100.0,0.77,26.0,212307.69,254454.65,2.67,POINT(-72.5275904 41.2787104)
Monroe,2009,273995.13,379607.21,0.78,430.0,193.54,5.0,0.0,6.0,154665.0,231150.0,0.69,33.0,295691.52,406599.42,0.79,POINT(-73.2073358 41.3325962)
Thomaston,2009,180116.67,173086.25,1.1,408.0,471.0,3.0,0.0,1.0,87500.0,80585.0,1.09,11.0,188536.36,181495.45,1.1,POINT(-73.073164 41.6739862)
Watertown,2011,173017.5,193648.73,1.06,1602.45,638.27,2.0,1.0,4.0,134600.0,141000.0,0.96,36.0,177286.11,199498.58,1.08,POINT(-73.1181658 41.6062078)
Vernon,2014,117849.68,155964.38,0.91,1162.17,357.27,5.0,0.0,22.0,96950.45,157929.32,0.75,83.0,123389.23,155443.55,0.95,POINT(-72.4663331 41.8382921)
Norfolk,2011,579260.0,1099200.0,1.31,42.4,220.56,1.0,0.0,0.0,0.0,0.0,0.0,5.0,579260.0,1099200.0,1.31,POINT(-73.2020577 41.9939828)
Wethersfield,2010,165154.02,211720.11,1.08,1237.54,407.45,7.0,0.0,11.0,109227.27,157286.36,0.78,76.0,173248.68,219598.68,1.12,POINT(-72.6525922 41.7142665)
Putnam,2011,145207.14,147731.64,1.36,813.0,779.23,3.0,2.0,3.0,145566.67,145541.0,1.01,11.0,145109.09,148329.09,1.45,POINT(-71.9092563 41.9153094)
Colchester,2015,167150.91,230315.91,0.75,256.55,152.42,4.0,1.0,8.0,140662.5,206975.0,0.68,47.0,171659.57,234288.83,0.76,POINT(-72.3320269 41.5756543)
Marlborough,2012,182937.27,233454.55,1.73,94.36,142.43,1.0,2.0,0.0,0.0,0.0,0.0,11.0,182937.27,233454.55,1.73,POINT(-72.459808 41.631488)
East Hampton,2016,161963.98,218682.77,0.88,221.0,142.97,4.0,0.0,5.0,101272.0,137800.0,0.75,43.0,169021.19,228087.74,0.89,POINT(-72.49192364130434 41.5744405)
Griswold,2017,105762.22,143655.44,1.18,208.0,166.19,3.0,0.0,1.0,26320.0,50000.0,0.53,8.0,115692.5,155362.38,1.26,POINT(-71.9622443 41.6035026)
Burlington,2017,169977.5,226623.75,1.14,72.0,75.93,0.0,0.0,0.0,0.0,0.0,0.0,4.0,169977.5,226623.75,1.14,POINT(-72.9645484 41.7692648)
Portland,2017,140850.0,211916.67,0.67,333.0,329.33,5.0,1.0,0.0,0.0,0.0,0.0,6.0,140850.0,211916.67,0.67,POINT(-72.6406905 41.5728924)
Old Saybrook,2009,249697.5,277972.5,1.0,933.0,779.59,3.0,3.0,3.0,225166.67,309333.33,0.74,37.0,251686.49,275429.73,1.03,POINT(-72.3761956 41.2917652)
Rocky Hill,2011,166627.5,232310.41,0.8,835.09,400.91,4.0,5.0,19.0,123229.47,193740.79,0.77,25.0,199610.0,261623.32,0.83,POINT(-72.6392587 41.6648216)
Norwich,2011,134197.37,114110.5,1.52,3143.63,751.03,8.0,5.0,13.0,111230.77,108561.54,1.1,63.0,138936.51,115255.52,1.6,POINT(-72.0759008 41.5243537)
Greenwich,2013,1435044.02,2301058.8,0.69,1474.16,207.91,9.0,6.0,34.0,735026.91,1052882.47,0.73,176.0,1570274.6,2542183.77,0.69,POINT(-73.6284598 41.0264862)
Bolton,2017,241233.33,380000.0,0.62,57.0,98.13,2.0,0.0,0.0,0.0,0.0,0.0,3.0,241233.33,380000.0,0.62,POINT(-72.4334173 41.7689878)
Canton,2011,206886.47,283085.5,0.89,283.24,276.5,4.0,0.0,13.0,157736.15,234107.69,0.75,21.0,237312.86,313405.1,0.97,POINT(-72.8937122 41.8245424)
Bethel,2015,202355.89,319434.1,0.67,503.14,240.69,5.0,2.0,21.0,165570.0,360037.62,0.52,52.0,217211.73,303036.52,0.73,POINT(-73.412668 41.372643)
New Milford,2012,218707.61,282483.1,0.87,1184.68,376.33,5.0,2.0,15.0,94322.67,110770.0,0.96,56.0,252025.0,328477.68,0.85,POINT(-73.41176538312553 41.5867418)
Mansfield,2011,128615.79,138104.63,1.1,821.29,341.91,0.0,0.0,6.0,126700.0,152166.67,0.86,32.0,128975.0,135468.0,1.14,POINT(-72.2131565 41.7782147)
North Branford,2012,187690.48,264702.86,0.79,553.19,342.68,3.0,2.0,2.0,180000.0,273000.0,0.69,19.0,188500.0,263829.47,0.8,POINT(-72.7673198 41.3275971)
Farmington,2011,259603.96,357919.24,0.81,1952.25,712.56,5.0,8.0,47.0,173810.38,237483.66,0.81,61.0,325707.21,450713.87,0.8,POINT(-72.8320435 41.7198216)
Sprague,2013,118622.0,169800.0,0.73,84.0,243.59,0.0,0.0,0.0,0.0,0.0,0.0,5.0,118622.0,169800.0,0.73,POINT(-72.0663666 41.6214071)
Prospect,2009,189036.37,276428.42,0.76,237.0,235.76,0.0,1.0,3.0,162270.0,313394.0,0.45,16.0,194055.06,269497.38,0.82,POINT(-72.9787163 41.5023192)
Hartland,2013,207465.0,199000.0,1.02,7.0,29.97,0.0,0.0,0.0,0.0,0.0,0.0,2.0,207465.0,199000.0,1.02,POINT(-72.9795488 41.996206)
Stamford,2014,349744.35,531344.56,0.79,6663.66,490.95,20.0,17.0,109.0,245227.34,402620.44,0.63,176.0,414473.64,611065.76,0.89,POINT(-73.5387341 41.0534302)
Enfield,2015,133012.91,167744.87,0.97,2575.78,492.4,8.0,2.0,30.0,140008.67,162769.33,1.05,130.0,131398.5,168893.07,0.96,POINT(-72.5755109 41.9789387)
Barkhamsted,2015,155002.0,214839.8,0.84,54.0,133.66,1.0,0.0,0.0,0.0,0.0,0.0,10.0,155002.0,214839.8,0.84,POINT(-72.9139904 41.9292629)
North Stonington,2012,150269.0,215930.0,0.95,183.0,315.84,2.0,0.0,0.0,0.0,0.0,0.0,10.0,150269.0,215930.0,0.95,POINT(-71.8807456 41.5172857)
Norwalk,2012,383544.14,494388.18,0.93,5922.9,615.15,16.0,11.0,68.0,260652.01,303883.41,0.91,192.0,427068.44,561858.61,0.94,POINT(-73.4078968 41.1175966)
Chaplin,2015,150966.67,182133.33,1.05,37.5,144.14,1.0,0.0,1.0,95800.0,44900.0,2.13,5.0,162000.0,209580.0,0.83,POINT(-72.1272989 41.7948205)
Tolland,2017,162887.5,202312.5,0.83,3774.0,218.02,4.0,0.0,1.0,164000.0,252500.0,0.65,7.0,162728.57,195142.86,0.85,POINT(-72.3562252 41.818446)
Danbury,2011,209887.48,249334.85,1.01,5068.08,584.21,16.0,8.0,56.0,182319.64,231347.57,0.95,87.0,227632.3,260912.86,1.05,POINT(-73.4540111 41.394817)
Canaan,2015,78000.0,44625.0,1.43,18.0,144.3,0.0,2.0,0.0,0.0,0.0,0.0,2.0,78000.0,44625.0,1.43,POINT(-73.3083333 41.9616667)
Simsbury,2014,219186.0,315442.98,0.74,440.37,163.49,4.0,2.0,24.0,237729.17,261836.25,0.85,71.0,212917.89,333563.56,0.7,POINT(-72.8012211 41.8759152)
Griswold,2015,120489.19,129097.3,1.2,239.49,191.55,3.0,0.0,2.0,57575.0,56500.0,1.05,35.0,124084.29,133245.71,1.21,POINT(-71.9622443 41.6035026)
Greenwich,2009,1528048.67,1862013.5,0.95,1798.0,254.91,9.0,6.0,15.0,583506.0,608033.33,1.04,75.0,1716957.2,2112809.53,0.94,POINT(-73.6284598 41.0264862)
Thompson,2012,112405.86,131465.52,0.95,217.41,210.99,0.0,0.0,0.0,0.0,0.0,0.0,29.0,112405.86,131465.52,0.95,POINT(-71.8625715 41.9587089)
Canaan,2016,175233.33,238316.89,0.89,30.0,240.08,0.0,2.0,0.0,0.0,0.0,0.0,9.0,175233.33,238316.89,0.89,POINT(-73.3083333 41.9616667)
Eastford,2016,131506.25,200975.0,0.66,15.0,80.12,0.0,0.0,2.0,92365.0,189900.0,0.49,6.0,144553.33,204666.67,0.72,POINT(-72.0799095 41.902068)
Scotland,2017,101050.0,141500.0,0.73,24.0,133.35,1.0,0.0,0.0,0.0,0.0,0.0,2.0,101050.0,141500.0,0.73,POINT(-72.082083 41.6981999)
Lebanon,2016,145869.68,202140.68,0.85,88.06,110.16,3.0,0.0,0.0,0.0,0.0,0.0,31.0,145869.68,202140.68,0.85,POINT(-72.2125789 41.6362097)
Pomfret,2010,170471.67,168333.33,1.25,79.67,181.52,0.0,0.0,0.0,0.0,0.0,0.0,6.0,170471.67,168333.33,1.25,POINT(-71.9625736 41.8975977)
Brooklyn,2012,168685.0,191739.89,1.23,247.33,297.03,2.0,0.0,1.0,143700.0,219500.0,0.65,17.0,170154.71,190106.94,1.26,POINT(-71.9497957 41.7881541)
Rocky Hill,2015,143750.79,220742.07,0.72,931.91,448.33,4.0,5.0,43.0,111263.95,162417.44,0.73,33.0,186082.12,296740.82,0.7,POINT(-72.6392587 41.6648216)
Bethlehem,2012,211627.27,226927.73,1.69,60.0,151.1,0.0,0.0,0.0,0.0,0.0,0.0,11.0,211627.27,226927.73,1.69,POINT(-73.2080798 41.6393626)
Wethersfield,2017,165186.67,282783.33,0.67,1261.0,414.55,7.0,0.0,1.0,134900.0,232500.0,0.58,14.0,167350.0,286375.0,0.67,POINT(-72.6525922 41.7142665)
Canaan,2010,389100.0,825000.0,0.47,15.0,120.14,0.0,2.0,0.0,0.0,0.0,0.0,1.0,389100.0,825000.0,0.47,POINT(-73.3083333 41.9616667)
East Hampton,2009,158563.81,211171.43,0.84,513.0,332.8,4.0,0.0,1.0,93110.0,164900.0,0.56,20.0,161836.5,213485.0,0.86,POINT(-72.49192364130434 41.5744405)
Madison,2011,471155.22,566096.27,0.95,358.34,173.08,5.0,0.0,9.0,257411.11,286005.56,0.91,58.0,504322.41,609558.62,0.96,POINT(-72.5983151 41.2794282)
Cromwell,2013,153176.0,250364.63,0.7,926.85,620.66,4.0,4.0,21.0,145164.29,245382.62,0.67,19.0,162031.05,255871.05,0.73,POINT(-72.6455665 41.5949942)
Union,2010,133310.0,130000.0,1.03,21.0,262.61,1.0,0.0,0.0,0.0,0.0,0.0,1.0,133310.0,130000.0,1.03,POINT(-72.1572992 41.9909296)
Columbia,2009,175995.0,216487.5,0.86,162.0,282.35,0.0,0.0,0.0,0.0,0.0,0.0,8.0,175995.0,216487.5,0.86,POINT(-72.3011917 41.7020432)
New Hartford,2017,182350.91,217400.0,2.23,117.0,165.98,3.0,0.0,0.0,0.0,0.0,0.0,11.0,182350.91,217400.0,2.23,POINT(-72.9770488 41.8823187)
North Branford,2017,179966.67,274333.33,0.67,552.0,342.8,3.0,2.0,2.0,170050.0,260000.0,0.68,1.0,199800.0,303000.0,0.66,POINT(-72.7673198 41.3275971)
